example_id,pattern_name,pattern_type,path_type,layer_idx,mean_curvature,max_curvature,variance_curvature,total_curvature,semantic_distance,path_length,geodesic_efficiency,landmark_accuracy,norm_semantic_distance,norm_mean_curvature,norm_max_curvature,difficulty_score
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
conflict-focused_self-reflection_0,Conflict-Focused Self-Reflection,Internal dialectical processing,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,2.093750476837158,9.501837491989136,0.22035216647331313,840.0430297851562,0.07556676984703685,0.9999999984084507,0.999999999968169,0.6081914908076524
